ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat,Sum_real
1/1/2029,696286.6135,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,0,0,0,325126.6557,616010.1911,573600.9866,833047.5049,465255.4189,
2/1/2029,696180.7851,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,0,0,0,341138.277,651865.8489,569153.6115,836226.9699,495936.6924,
3/1/2029,696085.1983,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,0,0,0,641660.6228,956954.3404,565626.3523,839968.0771,791071.1308,
4/1/2029,695979.37,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,0,0,0,777927.3026,1082482.54,563079.934,843185.4029,923823.9415,
5/1/2029,695876.9555,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,0,0,0,762945.0605,1083787.524,561667.0381,846252.9151,911954.851,
6/1/2029,695771.1272,132609.635,132609.635,132609.635,132609.635,132609.635,132609.635,0,0,0,675249.8965,1000164.402,559314.5045,850343.2744,828380.7621,
7/1/2029,695668.7127,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,0,0,0,637385.0114,972811.0516,557517.925,852809.1737,807697.6635,
8/1/2029,695562.8844,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,0,0,0,544540.3291,873654.7106,554681.4629,856140.1452,707684.0487,
9/1/2029,695457.0561,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,0,0,0,508652.038,839967.3279,551814.1967,857616.6269,665116.0848,
10/1/2029,695354.6416,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,0,0,0,428375.1104,775560.5801,549607.6823,860902.5001,595179.4404,
11/1/2029,695248.8133,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,0,0,0,368450.6699,714934.9917,546492.427,866646.9763,538434.3198,
12/1/2029,695146.3988,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,0,0,0,297751.8489,664232.6351,544500.7376,869293.1176,471755.1181,
1/1/2030,695040.5705,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,0,0,0,309417.3536,655389.5004,540409.715,870348.7864,468593.8214,
2/1/2030,694934.7422,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,0,0,0,329832.8763,702967.5058,537272.0272,872233.7638,512464.7674,
3/1/2030,694839.1553,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,0,0,0,613814.7042,985040.3447,534067.7833,874800.3237,789404.9321,
4/1/2030,694733.327,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,0,0,0,740231.078,1112571.989,531366.9426,880117.0971,918956.9647,
5/1/2030,694630.9125,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,0,0,0,709904.9567,1088268.225,528057.6826,882239.9969,894974.9916,
6/1/2030,694525.0842,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,0,0,0,647191.0806,1038191.013,524966.5472,885064.2397,827101.5757,
7/1/2030,694422.6697,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,0,0,0,618558.7342,1013436.984,521633.7835,886009.3356,809588.8496,
8/1/2030,694316.8414,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,0,0,0,519778.7944,920000.7648,518874.865,888392.1616,711600.3023,
9/1/2030,694211.0131,-19830.18879,-19830.18879,-19830.18879,-19830.18879,-19830.18879,-19830.18879,0,0,0,477218.3034,891016.7268,516070.6799,891610.9712,674380.8243,
10/1/2030,694108.5986,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,0,0,0,413208.3444,816539.8886,512755.543,894768.7944,602896.056,
11/1/2030,694002.7703,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,0,0,0,324315.7515,729317.6661,509413.6024,897631.0602,521415.7332,
12/1/2030,693900.3558,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,0,0,0,256782.7988,674646.5815,505390.6818,899996.4809,452572.6289,
1/1/2031,693794.5275,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,0,0,0,274984.4012,687989.3301,502070.7558,903507.3762,472596.8978,
2/1/2031,693688.6992,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,0,0,0,313220.9378,759489.2308,500453.4336,906338.9512,529150.8427,
3/1/2031,693593.1123,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,0,0,0,582810.9568,1014650.987,497592.157,907631.9331,787291.5531,
4/1/2031,693487.284,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,0,0,0,704814.6572,1151504.461,494220.7998,909967.6579,913702.9073,
5/1/2031,693384.8695,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,0,0,0,658132.602,1106066.443,490983.1003,913000.7398,878044.463,
6/1/2031,693279.0412,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,0,0,0,619636.0234,1065042.232,487637.4775,915291.1372,826167.4917,
7/1/2031,693176.6267,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,0,0,0,593609.2215,1055410.524,483672.6348,920112.1756,811692.3413,
8/1/2031,693070.7984,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,0,0,0,492414.5328,951710.5096,480254.6076,924300.8202,715676.9541,
9/1/2031,692964.9701,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,0,0,0,452048.1119,914297.9599,477362.1591,928870.8616,683580.9715,
10/1/2031,692862.5556,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,0,0,0,376492.5916,860278.2118,474560.8448,932516.9223,610100.2244,
11/1/2031,692756.7273,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,0,0,0,271345.9895,763512.8353,470967.3992,936087.2815,503994.3856,
12/1/2031,692654.3128,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,0,0,0,186594.2274,687301.7602,467723.4351,938143.5142,433812.1712,
1/1/2032,692548.4845,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,0,0,0,228809.0109,735126.7657,463465.9638,942196.0727,477258.1867,
2/1/2032,692442.6562,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,0,0,0,306445.7718,803907.4809,460871.4863,944249.6725,545968.5612,
3/1/2032,692343.6555,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,0,0,0,537604.2566,1049690.681,458481.391,947545.3883,787308.2352,
4/1/2032,692237.8272,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,0,0,0,672791.9237,1182634.464,455745.4838,949463.3884,923308.538,
5/1/2032,692135.4127,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,0,0,0,667221.3008,1199355.689,452609.5974,954374.6898,923974.9865,
6/1/2032,692029.5844,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,0,0,0,567377.9172,1095915.96,449099.0339,956399.9061,825011.985,
7/1/2032,691927.1699,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,0,0,0,538853.9409,1079114.596,445487.9971,960533.2938,801036.1541,
8/1/2032,691821.3416,7129.617431,7129.617431,7129.617431,7129.617431,7129.617431,7129.617431,0,0,0,436612.7386,978829.9958,441912.5537,963778.139,698950.959,
9/1/2032,691715.5133,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,0,0,0,391591.4578,926811.1796,438711.3255,967569.3631,650815.7265,
10/1/2032,691613.0988,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,0,0,0,305045.5465,874049.3794,435863.2193,972389.3453,581969.8904,
11/1/2032,691507.2705,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,0,0,0,280862.5076,832897.3036,431739.6507,977308.8861,550039.8258,
12/1/2032,691404.856,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,0,0,0,215886.0976,777570.0896,426943.6527,980564.7729,486347.2929,
1/1/2033,691299.0277,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,0,0,0,192917.3331,755437.7064,423021.064,983929.1891,460267.8331,
2/1/2033,691193.1994,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,0,0,0,201662.6831,792044.6777,419703.5459,987286.0076,490949.1066,
3/1/2033,691097.6125,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,0,0,0,499332.4162,1089849.4,416846.0794,990146.0742,786083.5451,
4/1/2033,690991.7842,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,0,0,0,621250.3407,1233217.626,413943.4918,993653.4972,918836.3557,
5/1/2033,690889.3697,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,0,0,0,615340.4693,1208355.249,410416.8433,998265.7555,906967.2652,
6/1/2033,690783.5414,132609.635,132609.635,132609.635,132609.635,132609.635,132609.635,0,0,0,533329.7488,1133091.072,406644.26,1002051.996,823393.1764,
7/1/2033,690681.1269,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,0,0,0,513052.2939,1118284.526,403103.7116,1005885.619,802710.0778,
8/1/2033,690575.2986,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,0,0,0,408261.2487,1027789.653,399326.3564,1010030.866,702696.463,
9/1/2033,690469.4703,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,0,0,0,360533.7986,980644.5571,395573.4359,1014030.608,660128.4991,
10/1/2033,690367.0558,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,0,0,0,285069.085,922065.282,391483.1621,1016889.364,590191.8547,
11/1/2033,690261.2275,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,0,0,0,204795.1374,859208.747,388106.0417,1018562.944,533446.734,
12/1/2033,690158.813,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,0,0,0,150256.8635,797401.5888,383879.8921,1020924.668,466767.5323,
1/1/2034,690052.9847,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,0,0,0,141068.6009,793132.4875,379767.6505,1027251.107,463606.2356,
2/1/2034,689947.1564,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,0,0,0,187569.5216,856396.0246,375484.5408,1031507.713,507477.1816,
3/1/2034,689851.5695,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,0,0,0,468142.8998,1130252.135,372460.6875,1034398.378,784417.3463,
4/1/2034,689745.7412,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,0,0,0,582881.0218,1262953.023,368467.8572,1037101.488,913969.3789,
5/1/2034,689643.3267,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,0,0,0,538635.9306,1225321.184,365353.844,1039945.78,889987.4058,
6/1/2034,689537.4984,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,0,0,0,475664.6847,1181406.667,361246.6391,1044706.597,822113.99,
7/1/2034,689435.0839,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,0,0,0,454767.1794,1177632.849,357161.1033,1049784.541,804601.2638,
8/1/2034,689329.2556,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,0,0,0,364531.7962,1077059.031,352157.5157,1052735.682,706612.7165,
9/1/2034,689223.4273,-19830.18878,-19830.18878,-19830.18878,-19830.18878,-19830.18878,-19830.18878,0,0,0,311680.4845,1039352.889,347909.3596,1056856.547,669393.2385,
10/1/2034,689121.0128,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,0,0,0,233868.8205,965437.7091,343959.4558,1058866.957,597908.4702,
11/1/2034,689015.1845,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,0,0,0,148152.6329,877358.7578,338766.3862,1062734.135,516428.1474,
12/1/2034,688912.77,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,0,0,0,89420.78782,848155.1112,333662.1061,1067147.083,447585.0431,
1/1/2035,688806.9417,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,-221197.6297,0,0,0,105766.8945,859077.5927,330236.0786,1071704.922,467609.3121,
2/1/2035,688701.1134,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,-164537.8564,0,0,0,144538.5928,924475.0777,327257.7756,1075347.892,524163.257,
3/1/2035,688605.5266,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,93698.44074,0,0,0,418305.7327,1166712.68,323663.9574,1080773.012,782303.9673,
4/1/2035,688499.6983,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,220215.6233,0,0,0,520333.1246,1308655.443,319995.8733,1084507.378,908715.3216,
5/1/2035,688397.2838,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,184659.5935,0,0,0,480503.6227,1267767.789,313811.6462,1086100.499,873056.8773,
6/1/2035,688291.4555,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,132888.4505,0,0,0,431561.7691,1217131.499,311126.4247,1089863.845,821179.906,
7/1/2035,688189.041,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,118515.7146,0,0,0,402847.0408,1200755.094,306286.3944,1095148.048,806704.7556,
8/1/2035,688083.2127,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,22606.1557,0,0,0,318042.4101,1125271.464,303059.7749,1100386.754,710689.3683,
9/1/2035,687977.3843,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,-9383.998615,0,0,0,268695.2033,1102724.098,298526.2511,1103494.649,678593.3857,
10/1/2035,687874.9699,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,-82762.33122,0,0,0,210195.4603,1032419.512,292020.5777,1105884.218,605112.6386,
11/1/2035,687769.1415,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,-188762.3417,0,0,0,97532.10424,934626.3969,288157.309,1108560.27,499006.7998,
12/1/2035,687666.7271,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,-258842.1417,0,0,0,18681.36409,852912.5435,284577.4389,1112357.194,428824.5854,
1/1/2036,687560.8987,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,-215290.2978,0,0,0,58019.15909,924315.0293,279448.5074,1117953.722,472270.601,
2/1/2036,687455.0704,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,-146474.0949,0,0,0,119068.0648,983675.9046,274125.1527,1125766.92,540980.9755,
3/1/2036,687356.0698,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,94964.57967,0,0,0,350375.0225,1224194.182,269145.2403,1133076.041,782320.6494,
4/1/2036,687250.2415,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,231070.7108,0,0,0,490177.7132,1362192.42,264092.6956,1140614.419,918320.9522,
5/1/2036,687147.827,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,231839.5738,0,0,0,479907.3488,1386438.246,258973.919,1146001.343,918987.4008,
6/1/2036,687041.9987,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,132982.4006,0,0,0,378179.8648,1281483.019,256170.4996,1150546.369,820024.3993,
7/1/2036,686939.5842,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,109108.9842,0,0,0,364974.4877,1261138.726,254378.5606,1153636.903,796048.5683,
8/1/2036,686833.7559,7129.617432,7129.617432,7129.617432,7129.617432,7129.617432,7129.617432,0,0,0,232949.8951,1168436.178,249979.5559,1156732.856,693963.3733,
9/1/2036,686727.9275,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,-40899.78682,0,0,0,184659.7683,1125823.149,245540.5871,1160452.087,645828.1407,
10/1/2036,686625.5131,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,-109643.2084,0,0,0,109326.5336,1052609.222,240711.3798,1164576.996,576982.3047,
11/1/2036,686519.6847,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,-141467.4447,0,0,0,85172.26895,1025904.809,236030.9095,1168067.384,545052.24,
12/1/2036,686417.2702,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,-205057.5631,0,0,0,14212.07637,956420.7292,230043.6823,1171175.19,481359.7071,
1/1/2037,686311.4419,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,-231031.1946,0,0,0,-8895.698506,934559.3793,224112.6908,1174344.896,455280.2474,
2/1/2037,686205.6136,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,-200244.0928,0,0,0,20202.07895,964047.3997,219916.4889,1177474.806,485961.5208,
3/1/2037,686110.0268,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,94985.93256,0,0,0,307760.388,1271011.582,216880.812,1180301.821,781095.9593,
4/1/2037,686004.1985,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,227844.5715,0,0,0,432175.5643,1423700.281,213770.1711,1183431.731,913848.77,
5/1/2037,685901.784,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,216077.8955,0,0,0,431075.3842,1396322.741,210141.3847,1186557.629,901979.6795,
6/1/2037,685795.9557,132609.635,132609.635,132609.635,132609.635,132609.635,132609.635,0,0,0,327379.7261,1327929.659,207748.3055,1192433.446,818405.5906,
7/1/2037,685693.5412,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,112028.9508,0,0,0,295821.7437,1303481.718,204815.1313,1197482.122,797722.492,
8/1/2037,685587.7129,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,12121.16433,0,0,0,189181.3067,1207936.988,201637.0449,1201283.318,697708.8772,
9/1/2037,685481.8846,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,-30340.97123,0,0,0,155618.4661,1178422.856,197178.4112,1206963.04,655140.9133,
10/1/2037,685379.4701,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,-100175.2011,0,0,0,73366.5572,1097179.157,191921.0025,1213105.298,585204.2689,
11/1/2037,685273.6418,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,-156814.4935,0,0,0,15288.36959,1065937.032,184499.1788,1219103.546,528459.1483,
12/1/2037,685171.2273,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,-223391.2807,0,0,0,-49993.86384,992564.2917,177002.5327,1224482.149,461779.9465,
1/1/2038,685065.399,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,-226446.7491,0,0,0,-51116.80761,989624.9112,170592.9584,1228307.072,458618.6499,
2/1/2038,684959.5706,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,-182469.9748,0,0,0,-17971.2229,1050069.381,162771.7224,1234086.184,502489.5959,
3/1/2038,684863.9838,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,94565.77677,0,0,0,244213.6678,1346297.359,156688.4615,1236485.122,779429.7606,
4/1/2038,684758.1555,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,224223.6377,0,0,0,381171.0265,1462688.46,150534.2138,1241558.116,908981.7931,
5/1/2038,684655.741,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,200344.0791,0,0,0,358774.3256,1436374.144,144402.5044,1245875.579,884999.8201,
6/1/2038,684549.9127,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,132576.4916,0,0,0,265540.7043,1361334.092,137487.0343,1249806.969,817126.4042,
7/1/2038,684447.4982,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,115166.1799,0,0,0,253274.2801,1367318.287,131179.3552,1253715.742,799613.6781,
8/1/2038,684341.6699,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,17283.46086,0,0,0,160054.1589,1253597.498,124566.7291,1257739.402,701625.1307,
9/1/2038,684235.8416,-19830.18878,-19830.18878,-19830.18878,-19830.18878,-19830.18878,-19830.18878,0,0,0,101988.4163,1237723.346,118142.4943,1262480.141,664405.6528,
10/1/2038,684133.4271,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,-91212.54262,0,0,0,35128.41096,1166342.289,112772.7101,1267792.286,592920.8845,
11/1/2038,684027.5988,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,-172587.0371,0,0,0,-48849.09256,1103884.016,107834.8443,1273380.684,511440.5617,
12/1/2038,683925.1843,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,-241327.7269,0,0,0,-135493.9498,1017436.34,103139.8222,1279306.514,442597.4574,
